,lat,lon,osm_id
19944,49.2109059,9.7375897,876420009
19945,49.1958549,9.752354,876418925
19946,49.1997699,9.7511451,876419362
19947,49.2023703,9.7503607,876419580
19948,49.2175782,9.7276649,876419692
19949,49.0390757,9.1770642,1822241899
19950,49.0393624,9.1771528,1822241905
19951,49.185063,9.7557638,876420430
19952,49.1816469,9.7567893,876419595
19953,48.9241671,9.1701875,1577454237
19954,49.2044314,9.7472669,876419755
19955,49.1629718,9.775191,876419544
19956,49.1541914,9.7853401,876419858
19957,49.1886244,9.754634,876420043
19958,49.170111,9.76691,876418996
19959,49.1726051,9.7640361,876419036
19960,49.1566886,9.7824953,876419083
19961,49.1668782,9.7707041,876419069
19962,49.1750006,9.7612042,876419925
19963,49.1777837,9.7580191,876419150
19964,49.1515877,9.7884084,876420167
19965,49.1489384,9.792005,876419887
19966,49.1427723,9.8001726,876419404
19967,49.1409903,9.8025252,876419158
19968,49.1448694,9.7973374,876419622
19969,49.1467351,9.7949381,876419367
19970,49.1366583,9.8082996,876418704
19971,49.1270386,9.8205454,876419890
19972,49.1292271,9.817756,876420237
19973,49.12471,9.8235346,876418858
19974,49.1342949,9.8113007,876419041
19975,49.1316136,9.8147683,876419258
19976,49.121983,9.8269517,876420231
19977,49.1125796,9.8617592,876419166
19978,49.1128476,9.8670752,876419806
19979,49.1123762,9.8578118,876420097
19980,49.1130517,9.8711002,876420155
19981,49.1137558,9.8495733,876420086
19982,49.1174423,9.8394449,876418935
19983,49.1138798,9.8865594,876419029
19984,49.112218,9.853872,876418813
19985,49.1156252,9.8444457,876419616
19986,49.114429,9.8973621,876420368
19987,49.1208665,9.8299722,876418917
19988,49.1141937,9.8920067,876419666
19989,49.114966,9.9088445,876419455
19990,49.1391098,9.805057,876419803
19991,49.119367,9.8340797,876419171
19992,49.1147116,9.9032287,876418843
19993,49.1136236,9.8815297,876418775
19994,49.1133359,9.8760026,876418677
19995,49.1087662,9.9230029,876419883
19996,49.1152661,9.9132633,876420194
19997,49.0805111,9.9388458,876419587
19998,49.1008273,9.9348833,876420215
19999,49.0935591,9.940868,876419752
20000,49.0679305,9.9368781,876420359
20001,49.1035602,9.9307064,876419107
20002,49.096408,9.9413303,876419950
20003,49.0772376,9.9383701,876419638
20004,49.0836531,9.9393062,876419196
20005,49.0644537,9.9386432,876419000
20006,49.052839,9.9506668,876420056
20007,49.0480462,9.9582107,876420405
20008,49.0567491,9.9448435,876419199
20009,49.0900064,9.9403288,876420269
20010,49.0211743,9.9639943,876420191
20011,49.0707301,9.9373616,876419264
20012,49.0242283,9.9641665,876419445
20013,49.0187933,9.9638032,876419842
20014,49.0434132,9.9653,876419540
20015,49.0339444,9.9646739,876420310
20016,49.0589609,9.941423,876418740
20017,49.0149584,9.963603,876419920
20018,49.0505102,9.9543529,876419739
20019,48.9856981,9.9653452,876419814
20020,48.9891583,9.9651561,876419499
20021,49.0083159,9.9640346,876420267
20022,49.0025284,9.964321,876420273
20023,48.9805081,9.9657744,876419305
20024,49.0458129,9.9616311,876419045
20025,48.992315,9.964939,876420441
20026,49.0369256,9.9649016,876419023
20027,49.0056368,9.964102,876420060
20028,48.9769319,9.965887,876418808
20029,49.0305843,9.9645177,876419406
20030,48.9644607,9.9747448,876420364
20031,48.9735587,9.9660807,876419705
20032,49.0983411,9.9384637,876419124
20033,48.9612427,9.9778015,876419846
20034,48.9673377,9.9719903,876419733
20035,49.0547629,9.9477697,876418800
20036,49.1063653,9.926602,876420197
20037,48.9991995,9.9645613,876420443
20038,49.0618101,9.9399633,876419513
20039,48.9702049,9.96927,876419278
20040,49.074489,9.9379402,876420321
20041,48.9587405,9.9801769,876418789
20042,49.0871446,9.9398585,876419767
20043,49.0118321,9.9637991,876419746
20044,49.1116167,9.9188011,876419086
20045,48.9828588,9.9656236,876420172
20046,48.9954738,9.9648008,876420248
20047,49.027164,9.9643674,876419775
20048,48.9426123,9.9954997,876418654
20049,48.9364339,10.0013465,876419812
20050,49.0401496,9.9651087,876420285
20051,48.9523336,9.9862583,876419663
20052,48.9341504,10.0103914,876419788
